cik,companyname,entityid,marketoperator,markettier,primaryexchange,primarysymbol,siccode,sicdescription
0001430602,"SCRIPPS NETWORKS INTERACTIVE, INC.",774301,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,SNI,4841,Cable and Other Pay Television Services
0001430682,"RONGFU AQUACULTURE, INC.",776488,OTC Markets,OTC Pink No Information,OTC,RNFU,3950,"Pens, Pencils and Other Artists' Materials"
0001430683,NATIONAL ASSET RECOVERY CORP.,775262,OTC Markets,OTC Pink No Information,OTC,REPO,7374,Services-Computer Processing and Data Preparation
0001430723,"SERVISFIRST BANCSHARES, INC.",774467,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,SFBS,6022,State Commercial Banks
0001430725,"GLOBAL SHIP LEASE, INC.",776060,NYSE,NYSE,NYSE,GSL,4412,Deep Sea Foreign Transportation of Freight
0001430744,INTERNATIONAL DEVELOPMENT & ENVIRONMENTAL HOLDINGS,774237,,,,,4950,Sanitary Services
0001430762,HEALTHCARE CORP OF AMERICA,774220,,,,,5912,Retail-Drug Stores and Proprietary Stores
0001430869,"TUPPER, INC.",774323,,,,,3523,Farm Machinery and Equipment
0001430872,HQ GLOBAL EDUCATION INC.,776443,OTC Markets,OTC Pink No Information,OTC,HQGE,8200,Services-Educational Services
0001430899,MATMOWN INC,774337,OTC Markets,OTC Pink No Information,OTC,MTMW,,
0001430941,"HOME SCHOOL, INC.",775168,,,,,5940,Retail-Miscellaneous Shopping Goods Stores
0001430960,FLURIDA GROUP INC,776246,OTC Markets,OTC Pink Current,OTC,FLUG,5070,Wholesale-Hardware and Plumbing and Heating Equipment and Suppli
0001430975,"CONTINENTAL RESOURCES GROUP, INC.",781860,,,,,1000,Metal Mining
0001431074,"BERGIO INTERNATIONAL, INC.",774635,OTC Markets,OTC Pink Current,OTC,BRGO,3910,"Jewelry, Silverware and Plated Ware"
0001431080,ALTER NRG CORP,774485,,,,,,
0001431360,GF ACQUISITION CORP /CA/,776291,,,,,6770,Blank Checks
0001431372,GASTAR EXPLORATION INC.,775528,NYSE,NYSE MKT,NYSE MKT,GST,1311,Crude Petroleum and Natural Gas
0001431499,"HALL TEES, INC.",778239,,,,,2390,Miscellaneous Fabricated Textile Products
0001431510,AUSAMERICAN MINING LTD,780416,,,,,,
0001431528,"GOLD STAR TUTORING SERVICES, INC.",775281,,,,,8200,Services-Educational Services
0001431567,OAK VALLEY BANCORP,784258,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,OVLY,6022,State Commercial Banks
0001431676,HELI ELECTRONICS CORP.,775586,,,,,5063,"Wholesale-Electrical Apparatus and Equipment, Wiring Supplies an"
0001431679,WORLD OIL GROUP INC,819845,OTC Markets,OTC Pink No Information,OTC,WOGI,,
0001431812,"FOREST OF LIFE, INC.",781586,,,,,,
0001431813,ARTE INVEST CORP.,775582,,,,,5990,"Retail-Retail Stores, Not Elsewhere Classified"
0001431837,"LOCAN, INC.",783427,,,,,6770,Blank Checks
0001431848,"SUBAYE.COM, INC.",775633,,,,,7370,"Services-Computer Programming, Data Processing, Etc."
0001431852,"NORTH AMERICAN POTASH DEVELOPMENTS, INC.",783334,OTC Markets,OTC Pink Current,OTC,RNGTF,,
0001431880,"POTASH AMERICA, INC.",777985,OTC Markets,OTC Pink No Information,OTC,PTAM,7310,Services-Advertising
0001431884,"LIFESTYLE CHOICE MEALS, INC.",777373,,,,,2090,Miscellaneous Food Preparations and Kindred Products
0001431888,"AVT, INC.",785596,,,,,3580,Refrigeration And Service Industry Machinery
0001431897,"ANNIE'S, INC.",775326,,,,,2000,Food and kindred products
0001431934,OWC PHARMACEUTICAL RESEARCH CORP.,777593,OTC Markets,OTCQB,OTC,OWCP,3841,Surgical and Medical Instruments and Apparatus
0001431936,MOBILE STAR CORP,785181,OTC Markets,Caveat Emptor,OTC,MBST,3651,Household Audio and Video Equipment
0001431938,"CHOCOLATE CANDY CREATIONS, INC.",776059,,,,,2060,Sugar And Confectionery Products
0001431959,TORCHLIGHT ENERGY RESOURCES INC,777481,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,TRCH,1311,Crude Petroleum and Natural Gas
0001432001,AMERICAN SANDS ENERGY CORP.,775660,OTC Markets,OTC Pink No Information,OTC,AMSE,1311,Crude Petroleum and Natural Gas
0001432046,INTERACTIVE ENTERTAINMENT GROUP INC.,777169,,,,,7372,Services-Prepackaged Software
0001432130,BAYPORT INTERNATIONAL HOLDINGS INC,775702,OTC Markets,OTC Pink Current,OTC,BAYP,,
0001432139,"BEESFREE, INC.",775817,OTC Markets,OTC Pink No Information,OTC,BEES,5190,Wholesale-Miscellaneous Nondurable Goods
0001432140,"IX ENERGY HOLDINGS, INC.",779905,OTC Markets,Caveat Emptor,OTC,IXEH,3433,"Heating Equipment, Except Electric and Warm Air Furnaces"
0001432150,"GIGPEAK, INC.",787162,,,,,3674,Semiconductors and Related Devices
0001432176,"NET SAVINGS LINK, INC./DE",780348,OTC Markets,OTC Pink Limited,OTC,NSAV,7389,"Services-Business Services, Not Elsewhere Classified"
0001432196,PERSHING GOLD CORP.,776801,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,PGLC,1040,Gold And Silver Ores
0001432234,LMI HOLDINGS INC,776288,,,,,6331,"Fire, Marine and Casualty Insurance"
0001432244,"WASTE2ENERGY HOLDINGS, INC.",779221,,,,,5900,Retail-Miscellaneous Retail
0001432254,"FIRST CHINA PHARMACEUTICAL GROUP, INC.",779481,,,,,2834,Pharmaceutical Preparations
0001432290,"A1 GROUP, INC.",777504,OTC Markets,OTC Pink No Information,OTC,AWON,2111,Cigarettes
0001432364,AZUL SA,775926,NYSE,NYSE,NYSE,AZUL,4512,"Air Transportation, Scheduled"
0001432401,VALNEVA SE,775819,OTC,Grey Market,OTC,INRLF,,
0001432405,"MERCHANTS & MARINE BANCORP, INC.",776925,OTC,Grey Market,OTC,MMPM,6022,State Commercial Banks
0001432511,VERSUS SYS INC,775915,OTC,Grey Market,OTC,VRSSF,,
0001432732,"TRIVASCULAR TECHNOLOGIES, INC.",776072,,,,,3841,Surgical and Medical Instruments and Apparatus
0001432746,"ASIAN TRENDS MEDIA HOLDINGS, INC.",776401,,,,,7311,Services-Advertising Agencies
0001432754,CIG WIRELESS CORP.,776661,,,,,4899,"Communications Services, Not Elsewhere Classified"
0001432939,CREDEX CORP,776337,OTC Markets,OTC Pink Current,OTC,CRDX,6199,Finance Services
0001432950,ISRAELI HISTORICAL SIGHT SEEING CO.,779980,,,,,4700,Transportation services
0001432963,ENERGY & TECHNOLOGY CORP.,776650,OTC Markets,OTC Pink Current,OTC,ENGT,1389,"Oil and Gas Field Services, Not Elsewhere Classified"
0001432967,"AS SEEN ON TV, INC.",776590,,,,,5900,Retail-Miscellaneous Retail
0001432994,NUTECH ENERGY RESOURCES INC,776803,OTC Markets,Caveat Emptor,OTC,NERG,1090,Miscellaneous Metal Ores
0001433001,FIRST SHIP LEASE TRUST,776316,,,,,,
0001433008,QRXPHARMA LTD,776353,,,,,,
0001433133,"OPEN LINK FINANCIAL, INC.",778296,,,,,7373,Services-Computer Integrated Systems Design
0001433195,APPFOLIO INC,776625,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,APPF,7372,Services-Prepackaged Software
0001433270,ANTERO RESOURCES CORP,776600,NYSE,NYSE,NYSE,AR,1311,Crude Petroleum and Natural Gas
0001433309,"PLASTEC TECHNOLOGIES, LTD.",813928,OTC Markets,OTC Pink Current,OTC,PLTYF,3089,"Plastics Products, Not Elsewhere Classified"
0001433453,"MADISON SQUARE CAPITAL, INC.",776806,,,,,6798,Real Estate Investment Trusts
0001433551,SINO GREEN LAND CORP,777157,OTC Markets,OTC Pink No Information,OTC,SGLA,5140,Wholesale-Groceries and Related Products
0001433593,"NOBLE MEDICAL TECHNOLOGIES, INC.",776861,,,,,3845,Electromedical and Electrotherapeutic Apparatus
0001433605,"FOUR STAR HOLDINGS, INC.",777934,,,,,6500,Real estate
0001433607,"INSPIREMD, INC.",812664,NYSE,NYSE MKT,NYSE MKT,NSPR,3841,Surgical and Medical Instruments and Apparatus
0001433623,"BUYER GROUP INTERNATIONAL, INC.",781448,OTC Markets,OTC Pink Current,OTC,BYRG,6500,Real estate
0001433642,HAMILTON LANE INC,1014270,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,HLNE,6282,Investment Advice
0001433654,PROMITHIAN GLOBAL VENTURES INC,778001,OTC Markets,OTC Pink Current,OTC,PGVI,8300,Services-Social Services
0001433660,JOHN BEAN TECHNOLOGIES CORP,777176,NYSE,NYSE,NYSE,JBT,3550,Special Industry Machinery (No Metalworking Machinery)
0001433665,"SUNSET SUITS HOLDINGS, INC.",782249,,,,,2320,"Men's And Boys' Furnishings, Work Clothing, and Allied Garments"
0001433669,ADELPHIA RECOVERY TRUST,777173,OTC,Grey Market,OTC,ADAPL,4841,Cable and Other Pay Television Services
0001433687,OPSENS INC,776978,OTC Markets,OTCQX International,OTC,OPSSF,,
0001433714,"CASTLIGHT HEALTH, INC.",776949,NYSE,NYSE,NYSE,CSLT,7374,Services-Computer Processing and Data Preparation
0001433818,NEVADA GOLD CORP.,778218,OTC Markets,Caveat Emptor,OTC,NVGC,1000,Metal Mining
0001433821,"CORIX BIOSCIENCE, INC.",777175,OTC Markets,OTCQB,OTC,CXBS,6512,Operators of Nonresidential Buildings
0001433917,SOLARSA INC,777220,,,,,,
0001433966,"GREEN EARTH TECHNOLOGIES, INC",777261,OTC Markets,OTCQB,OTC,GETG,5160,Wholesale-Chemicals and Allied Products
0001433981,OCEANIC RESEARCH & RECOVERY INC,777246,,,,,,
0001433994,CURRENCYSHARES SINGAPORE DOLLAR TRUST,777741,NYSE,NYSE Arca,NYSE,FXSG,6221,Commodity Contracts Brokers and Dealers
0001433995,CURRENCYSHARES RUSSIAN RUBLE TRUST,777744,,,,,6221,Commodity Contracts Brokers and Dealers
0001433997,CURRENCYSHARES SOUTH AFRICAN RAND TRUST,777742,,,,,6221,Commodity Contracts Brokers and Dealers
0001434017,"SINOCOM PHARMACEUTICAL, INC.",777276,,,,,5122,"Wholesale-Drugs, Proprietaries and Druggists' Sundries"
0001434028,"CRATER MOUNTAIN RESOURCES, INC.",779133,,,,,1000,Metal Mining
0001434110,PLEDGE PETROLEUM CORP,778321,OTC Markets,OTCQB,OTC,PROP,1382,Oil and Gas Field Exploration Services
0001434111,"MEDIA TECHNOLOGIES, INC.",777278,OTC Markets,OTC Pink No Information,OTC,MDTC,7374,Services-Computer Processing and Data Preparation
0001434220,7 DAYS GROUP HOLDINGS LTD,814839,,,,,7011,Hotels and Motels
0001434273,"UNION PACIFIC RESOURCE GROUP, INC.",779144,,,,,2090,Miscellaneous Food Preparations and Kindred Products
0001434316,FATE THERAPEUTICS INC,777517,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,FATE,2836,"Biological Products, (No Diagnostic Substances)"
0001434388,"WONHE HIGH-TECH INTERNATIONAL, INC.",778246,OTC Markets,OTCQB,OTC,WHHT,3577,"Computer Peripheral Equipment, Not Elsewhere Classified"
0001434389,"UNIVERSAL SOLAR TECHNOLOGY, INC.",777968,OTC Markets,OTC Pink No Information,OTC,UNSS,3433,"Heating Equipment, Except Electric and Warm Air Furnaces"
0001434438,"BOOKKEEPER INTERNATIONAL EQUITIES, CORP",777669,OTC Markets,OTC Pink No Information,OTC,BKPR,,
0001434441,FULCRUM BIOENERGY INC,777665,,,,,2860,Industrial Organic Chemicals
0001434451,TTE PETROLEUM LTD,778547,,,,,,
0001434477,"SUNVALLEY SOLAR, INC.",777797,OTC Markets,OTC Pink Current,OTC,SSOL,1600,Heavy Construction Other Than Bldg Const - Contractors
0001434485,MEDISTAFF CORP,779417,,,,,7363,Services-Help Supply Services
0001434524,CLEARSIGN COMBUSTION CORP,777788,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,CLIR,3823,"Industrial Instruments for Measurement, Display, and Control of "
0001434579,SEER SIGNS & GRAPHICS INC.,782206,,,,,,
0001434588,"GRAND CANYON EDUCATION, INC.",778387,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,LOPE,8200,Services-Educational Services
0001434589,T3M INC.,778433,OTC Markets,OTC Pink No Information,OTC,TTTM,3711,Motor Vehicles and Passenger Car Bodies
0001434598,DRAFT TEAM FANTASY SPORTS INC,778244,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
0001434601,MUSIC OF YOUR LIFE INC,777895,OTC Markets,OTCQB,OTC,MYLI,4832,Radio Broadcasting Stations
0001434614,SANDSTORM GOLD LTD,777889,NYSE,NYSE MKT,NYSE MKT,SAND,1040,Gold And Silver Ores
0001434620,"ILG, INC.",778401,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,ILG,6531,Real Estate Agents and Managers (For Others)
0001434621,"LENDINGTREE, INC.",778403,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,TREE,6163,Loan Brokers
0001434647,"KEMPHARM, INC",777878,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,KMPH,2834,Pharmaceutical Preparations
0001434667,"CHINA WI-MAX COMMUNICATIONS, INC.",780128,,,,,4899,"Communications Services, Not Elsewhere Classified"
0001434674,CHINA MEDIA INC.,778687,OTC Markets,OTC Pink Current,OTC,CHND,7812,Services-Motion Picture and Video Tape Production
0001434702,GULFSTAR ENERGY CORP,779984,,,,,1381,Drilling Oil and Gas Wells
0001434704,FORESTS GLOBAL INC,785101,,,,,3089,"Plastics Products, Not Elsewhere Classified"
0001434728,"GLOBAL WATER RESOURCES, INC.",778389,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,GWRS,4941,Water Supply
0001434729,"HSN, INC.",778400,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,HSNI,5940,Retail-Miscellaneous Shopping Goods Stores
0001434737,SEARS OIL & GAS,779720,OTC Markets,OTCQB,OTC,SRSG,1311,Crude Petroleum and Natural Gas
0001434740,RANGER GOLD CORP.,780045,OTC Markets,OTC Pink No Information,OTC,RNGC,7373,Services-Computer Integrated Systems Design
0001434743,1ST FINANCIAL SERVICES CORP,779730,,,,,6022,State Commercial Banks
0001434754,"SAFE BULKERS, INC.",778781,NYSE,NYSE,NYSE,SB,4412,Deep Sea Foreign Transportation of Freight
0001434768,AURIOS INC.,778402,OTC Markets,OTC Pink No Information,OTC,AURZ,3651,Household Audio and Video Equipment
0001434804,FIRST WIND HOLDINGS INC.,784329,,,,,4911,Electric Services
0001434830,GMS CAPITAL CORP.,780894,,,,,7372,Services-Prepackaged Software
0001434842,FORBES ENERGY SERVICES LTD.,778293,OTC,Grey Market,OTC,FLSS,1389,"Oil and Gas Field Services, Not Elsewhere Classified"
0001434854,"VOUGHT AIRCRAFT HOLDINGS, INC.",778762,,,,,3728,"Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified"
0001434868,"ESPERION THERAPEUTICS, INC.",778325,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,ESPR,2834,Pharmaceutical Preparations
0001434893,CURAXIS PHARMACEUTICAL CORP,778598,,,,,2834,Pharmaceutical Preparations
0001434994,SILVER HILL MINES INC,778492,OTC Markets,OTC Pink Current,OTC,SLVH,6770,Blank Checks
0001435039,IFCI INTERNATIONAL CORP.,779737,OTC Markets,Caveat Emptor,OTC,IFCI,1000,Metal Mining
0001435043,APPDYNAMICS INC,778470,,,,,7372,Services-Prepackaged Software
0001435049,"ADURO BIOTECH, INC.",778465,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,ADRO,2834,Pharmaceutical Preparations
0001435055,"VIDA LIFE INTERNATIONAL, LTD.",778516,,,,,2070,Fats And Oils
0001435064,CEMTREX INC,778521,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,CETX,3829,"Measuring and Controlling Devices, Not Elsewhere Classified"
0001435068,"LIQUIDNET HOLDINGS, INC.",781981,,,,,6211,"Security Brokers, Dealers and Flotation Companies"
0001435114,"NEW WORLD MOTORSPORTS, INC.",778874,,,,,3751,"Motorcycles, Bicycles and Parts"
0001435120,REGIAN ACQUISITION CORP.,788200,,,,,,
0001435161,AB&T FINANCIAL CORP,779003,OTC Markets,OTC Pink Current,OTC,ABTO,6021,National Commercial Banks
0001435163,"CENTAURUS DIAMOND TECHNOLOGIES, INC.",779833,OTC Markets,OTC Pink Limited,OTC,CTDT,1090,Miscellaneous Metal Ores
0001435181,"AIR TRANSPORT GROUP HOLDINGS, INC.",779879,OTC Markets,OTC Pink No Information,OTC,AITG,4581,"Airports, Flying Fields and Airport Terminal Services"
0001435224,"HPC ACQUISITIONS, INC.",778914,OTC Markets,OTCQB,OTC,VEGL,2870,Agricultural Chemicals
0001435375,XG SCIENCES INC,778794,,,,,2821,"Plastic Materials, Synthetic Resins and Nonvulcan Elastomers"
0001435387,DISCOVERY ENERGY CORP.,782886,OTC Markets,OTC Pink Current,OTC,DENR,1382,Oil and Gas Field Exploration Services
0001435394,"IMPERIAL RESOURCES, INC.",782274,OTC Markets,OTC Pink No Information,OTC,IPRC,1090,Miscellaneous Metal Ores
0001435452,SYMPHONY ACQUISITION CORP.,780814,,,,,6770,Blank Checks
0001435508,FIRST SAVINGS FINANCIAL GROUP INC,780806,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,FSFG,6035,"Savings Institution, Federally Chartered"
0001435530,"CHINA POLYPEPTIDE GROUP, INC.",779344,,,,,2834,Pharmaceutical Preparations
0001435577,STACCATO ACQUISITION CORP.,780813,,,,,6770,Blank Checks
0001435578,AVION GOLD CORP,778984,,,,,,
0001435613,"ADELMAN ENTERPRISES, INC.",779331,,,,,7812,Services-Motion Picture and Video Tape Production
0001435617,"POWERDYNE INTERNATIONAL, INC.",779332,OTC Markets,OTC Pink Current,OTC,PWDY,6770,Blank Checks
0001435717,VIADERMA INC,780490,OTC Markets,OTC Pink Limited,OTC,VDRM,2670,Converted Paper and Paperboard Products (No Contaners/Boxes)
0001435736,"FARM LANDS OF AFRICA, INC.",779342,OTC Markets,OTC Pink No Information,OTC,FLAF,7372,Services-Prepackaged Software
0001435738,"INNERLIGHT HOLDINGS, INC.",783339,,,,,5122,"Wholesale-Drugs, Proprietaries and Druggists' Sundries"
0001435772,AMICO GAMES CORP.,780899,,,,,7372,Services-Prepackaged Software
0001435812,AREM PACIFIC CORP,779209,OTC Markets,OTC Pink Current,OTC,ARPC,7200,Services-Personal Services
0001435936,"XUN ENERGY, INC.",789134,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
0001435963,"TW SPORTS, INC.",780831,,,,,3949,"Sporting and Athletic Goods, Not Elsewhere Classified"
0001435967,"MACROSHARES HOUSING DEPOSITOR, LLC",780342,,,,,6189,Asset-Backed Securities
0001436018,SAINT JEAN CARBON INC,779343,OTC Markets,OTC Pink Current,OTC,TORVF,,
0001436040,"BRINK'S HOME SECURITY HOLDINGS, INC.",779732,,,,,7380,Services-Miscellaneous Business Services
0001436087,LOGICIAN MINERALS LTD,779445,,,,,2890,Miscellaneous Chemical Products
0001436089,KIMBERLY PARRY ORGANICS CORP,781606,OTC Markets,OTC Pink Current,OTC,KPOC,2731,"Books: Publishing, or Publishing and Printing"
0001436126,"MISTRAS GROUP, INC.",780483,NYSE,NYSE,NYSE,MG,8711,Services-Engineering Services
0001436161,UNITED CANNABIS CORP,782355,OTC Markets,OTCQB,OTC,CNAB,2834,Pharmaceutical Preparations
0001436164,"ORYON TECHNOLOGIES, INC.",779634,OTC Markets,OTC Pink No Information,OTC,ORYN,3640,Electric Lighting And Wiring Equipment
0001436167,LICO ENERGY METALS INC,779485,OTC Markets,OTCQB,OTC,WCTXF,,
0001436174,AMERICAN POWER CORP.,780324,,,,,2844,"Perfumes, Cosmetics and Other Toilet Preparations"
0001436205,MACROSHARES MAJOR METRO HOUSING DOWN TRUST,780347,,,,,6189,Asset-Backed Securities
0001436206,MACROSHARES MAJOR METRO HOUSING UP TRUST,780343,,,,,6189,Asset-Backed Securities
0001436223,"TELMEX INTERNACIONAL, S.A.B. DE C.V.",779609,,,,,4812,Radiotelephone Communications
0001436229,BTCS INC.,779614,OTC Markets,OTCQB,OTC,BTCS,7372,Services-Prepackaged Software
0001436273,CODE NAVY,780955,,,,,1040,Gold And Silver Ores
0001436304,KYTHERA BIOPHARMACEUTICALS INC,779580,,,,,2834,Pharmaceutical Preparations
0001436309,US TUNGSTEN CORP.,780937,OTC Markets,OTC Pink No Information,OTC,USTU,1000,Metal Mining
0001436314,"HERB-VITA, INC.",780479,,,,,5400,Retail-Food Stores
0001436351,"PURE EARTH, INC.",781272,OTC Markets,OTC Pink No Information,OTC,PREA,4953,Refuse Systems
0001436425,"HOME BANCORP, INC.",780258,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,HBCP,6036,"Savings Institutions, Not Federally Chartered"
0001436426,SEALS ENTERTAINMENT CORP,783123,,,,,4833,Television Broadcasting Stations
0001436549,METHES ENERGIES INTERNATIONAL LTD,779843,OTC Markets,OTC Pink Limited,OTC,MEIL,2860,Industrial Organic Chemicals
0001436568,JB&JMY HOLDING COMPANY,780498,OTC Markets,OTC Pink Current,OTC,JBZY,1000,Metal Mining
0001436599,WELLESLEY CAPITAL MANAGEMENT CORP.,780246,,,,,2741,Miscellaneous Publishing
0001436612,"DJSP ENTERPRISES, INC.",784122,OTC Markets,Caveat Emptor,OTC,DJSP,7389,"Services-Business Services, Not Elsewhere Classified"
0001436624,GREAT WALL BUILDERS LTD.,786410,OTC Markets,OTC Pink No Information,OTC,GWBU,1531,Operative Builders
0001436727,AIRCRAFT BUILDERS ASSISTANCE INC,780421,,,,,3721,Aircraft
0001436729,"TENSHON, INC.",781759,,,,,5900,Retail-Miscellaneous Retail
0001436872,"PREPAYD, INC.",780369,OTC Markets,Caveat Emptor,OTC,PPDC,6199,Finance Services
0001436975,LIGHTSTONE VALUE PLUS REAL ESTATE INVESTMENT TRUST II INC,780378,,,,,6798,Real Estate Investment Trusts
0001437071,INVESCO MORTGAGE CAPITAL INC.,780830,NYSE,NYSE,NYSE,IVR,6798,Real Estate Investment Trusts
0001437106,"ASCENT CAPITAL GROUP, INC.",780823,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,ASCMA,7380,Services-Miscellaneous Business Services
0001437107,"DISCOVERY COMMUNICATIONS, INC.",780570,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,DISCA,4841,Cable and Other Pay Television Services
0001437226,"MASTECH DIGITAL, INC.",780506,NYSE,NYSE MKT,NYSE MKT,MHH,8742,Services-Management Consulting Services
0001437260,NAVIOS MARITIME ACQUISITION CORP,780949,NYSE,NYSE,NYSE,NNA,4412,Deep Sea Foreign Transportation of Freight
0001437283,"REGO PAYMENT ARCHITECTURES, INC.",781945,OTC Markets,OTCQB,OTC,RPMT,7372,Services-Prepackaged Software
0001437352,"EVERBRIDGE, INC.",780521,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,EVBG,7372,Services-Prepackaged Software
0001437395,SWISSINSO HOLDING INC.,781545,OTC Markets,OTC Pink No Information,OTC,SWHN,5621,Retail-Women's Clothing Stores
0001437402,"ARDELYX, INC.",780538,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,ARDX,2834,Pharmaceutical Preparations
0001437424,POET TECHNOLOGIES INC.,780525,OTC Markets,OTCQX International,OTC,POETF,3674,Semiconductors and Related Devices
0001437425,"HIBERNIA BANCORP, INC.",780819,OTC Markets,OTC Pink Current,OTC,HIBE,6036,"Savings Institutions, Not Federally Chartered"
0001437467,ARX GOLD CORP,781839,OTC Markets,Caveat Emptor,OTC,DUCP,1311,Crude Petroleum and Natural Gas
0001437476,"EAGLE OIL HOLDING COMPANY, INC.",780822,OTC Markets,OTC Pink No Information,OTC,EGOH,6500,Real estate
0001437479,ENB FINANCIAL CORP,781888,OTC Markets,OTC Pink Current,OTC,ENBP,6021,National Commercial Banks
0001437491,"ECOARK HOLDINGS, INC.",780805,OTC Markets,OTCQB,OTC,EARK,3089,"Plastics Products, Not Elsewhere Classified"
0001437494,ASC BIOSCIENCES INC,781089,OTC Markets,OTC Pink No Information,OTC,ASCW,3241,"Cement, Hydraulic"
0001437517,ADVANCED CREDIT TECHNOLOGIES INC,780691,OTC Markets,OTC Pink Current,OTC,ACRT,7372,Services-Prepackaged Software
0001437535,DAS INC,791420,,,,,7372,Services-Prepackaged Software
0001437557,"LILIS ENERGY, INC.",780795,OTC Markets,OTCQB,NYSE MKT,LLEX,1311,Crude Petroleum and Natural Gas
0001437578,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,780783,NYSE,NYSE,NYSE,BFAM,8351,Services-Child Day Care Services
0001437596,"IMAGINATION TV, INC.",780812,OTC Markets,OTC Pink Limited,OTC,IMTV,7389,"Services-Business Services, Not Elsewhere Classified"
0001437667,"EJOBRESOURCE, INC.",780898,,,,,7363,Services-Help Supply Services
0001437719,10-4 CORP,782106,,,,,7380,Services-Miscellaneous Business Services
0001437750,TREX ACQUISITION CORP.,783937,OTC Markets,OTC Pink No Information,OTC,TRXA,7389,"Services-Business Services, Not Elsewhere Classified"
0001437751,SAVOY ENERGY CORP,781706,OTC Markets,OTC Pink No Information,OTC,SNVP,1311,Crude Petroleum and Natural Gas
0001437786,IMMUNE DESIGN CORP.,780925,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,IMDZ,2834,Pharmaceutical Preparations
0001437822,ETERNITY HEALTHCARE INC.,781590,OTC Markets,OTC Pink Current,OTC,ETAH,3841,Surgical and Medical Instruments and Apparatus
0001437925,"GOLDEN MATRIX GROUP, INC.",789278,OTC Markets,OTC Pink Current,OTC,GMGI,1000,Metal Mining
0001437958,COASTAL FINANCIAL CORP,781060,,,,,6022,State Commercial Banks
0001438035,"RANGEFORD RESOURCES, INC.",782171,OTC Markets,OTC Pink Limited,OTC,RGFR,1311,Crude Petroleum and Natural Gas
0001438095,ULTIMATE PRODUCTS CORP,781847,,,,,5031,"Wholesale-Lumber, Plywood, Millwork and Wood Panels"
0001438133,TANDEM DIABETES CARE INC,781334,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,TNDM,3841,Surgical and Medical Instruments and Apparatus
0001438138,BUSINESS MARKETING SERVICES INC,781853,,,,,2741,Miscellaneous Publishing
0001438231,DIGIMARC CORP,781286,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,DMRC,7373,Services-Computer Integrated Systems Design
0001438236,"AVIV REIT, INC.",781871,,,,,6798,Real Estate Investment Trusts
0001438355,CAPITALSOURCE HEALTHCARE REIT,784739,,,,,6798,Real Estate Investment Trusts
0001438357,GABELLI ENTERTAINMENT & TELECOMMUNICATIONS ACQUISITION CORP.,784580,,,,,6770,Blank Checks
0001438358,GREENWICH PMV ACQUISITION CORP.,784581,,,,,6770,Blank Checks
0001438392,"JETPADS, INC.",781390,,,,,6510,Real Estate Operators (No Developers) and Lessors
0001438423,EVERSPIN TECHNOLOGIES INC,781394,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,MRAM,3674,Semiconductors and Related Devices
0001438461,YINFU GOLD CORP.,782606,OTC Markets,OTCQB,OTC,ELRE,1090,Miscellaneous Metal Ores
0001438533,"RETROPHIN, INC.",781820,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,RTRX,2834,Pharmaceutical Preparations
0001438535,"HYDRODYNEX, INC.",781951,,,,,5900,Retail-Miscellaneous Retail
0001438569,GRIFOLS SA,790216,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,GRFS,2834,Pharmaceutical Preparations
0001438576,"BIOZOOM, INC.",783205,OTC Markets,Caveat Emptor,OTC,BIZM,3100,Leather and Leather Products
0001438644,CHINA DISTANCE EDUCATION HOLDINGS LTD,782347,NYSE,NYSE,NYSE,DL,8200,Services-Educational Services
