adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001564590-16-027939	1434316	FATE THERAPEUTICS INC	2836	US	CA	SAN DIEGO	92121	3535 GENERAL ATOMICS COURT	SUITE 200	858.875.1803	US	CA	SAN DIEGO	92121	3535 GENERAL ATOMICS COURT	SUITE 200	US	DE	000000000			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 16:06:00.0	0	1	fate-20160930.xml	1	
0001564590-16-027950	1422143	KURA ONCOLOGY, INC.	2834	US	CA	LA JOLLA	92037	11119 N. TORREY PINES ROAD, STE 125		(858) 500-88	US	CA	LA JOLLA	92037	11119 N. TORREY PINES ROAD, STE 125		US	DE	611547851	ZETA ACQUISITION CORP III	20071227	5-SML	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 16:16:00.0	0	1	kura-20160930.xml	1	
0001564590-16-027952	1257640	KRONOS WORLDWIDE INC	2810	US	TX	DALLAS	75240	5430 LBJ FREEWAY	SUITE 1700	9722331700	US	TX	DALLAS	75240	5430 LBJ FREEWAY	SUITE 1700			760294959	KRONOS INC	20030730	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 16:17:00.0	0	1	kro-20160930.xml	1	
0001564590-16-027955	1029142	DYNAVAX TECHNOLOGIES CORP	2834	US	CA	BERKELEY	94710	2929 SEVENTH STREET	SUITE 100	5108485100	US	CA	BERKELEY	94710	2929 SEVENTH STREET	SUITE 100	US	DE	330728374			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 16:18:00.0	0	1	dvax-20160930.xml	1	
0001564590-16-027956	1070494	ACADIA PHARMACEUTICALS INC	2834	US	CA	SAN DIEGO	92130	3611 VALLEY CENTRE DRIVE	SUITE 300	858-558-2871	US	CA	SAN DIEGO	92130	3611 VALLEY CENTRE DRIVE	SUITE 300	US	DE	061376651			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 16:19:00.0	0	1	acad-20160930.xml	1	
0001564590-16-027959	849145	HERITAGE GLOBAL INC.	4822	US	CA	SAN DIEGO	92130	12625 HIGH BLUFF DRIVE	SUITE 305	858-847-0655	US	CA	SAN DIEGO	92130	12625 HIGH BLUFF DRIVE	SUITE 305	US	FL	592291344	COUNSEL RB CAPITAL INC.	20110121	5-SML	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 16:23:00.0	0	1	hgbl-20160930.xml	1	
0001564590-16-027960	1068851	PROSPERITY BANCSHARES INC	6022	US	TX	HOUSTON	77027	4295 SAN FELIPE	N/A	7136939300	US	TX	HOUSTON	77027	4295 SAN FELIPE		US	TX	742331986			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 16:25:00.0	0	1	pb-20160930.xml	1	
0001564590-16-027964	1469510	RESOLUTE ENERGY CORP	1311	US	CO	DENVER	80203	1700 LINCOLN ST.	SUITE 2800	303-573-4886	US	CO	DENVER	80203	1700 LINCOLN ST.	SUITE 2800	US	DE	000000000			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 16:29:00.0	0	1	ren-20160930.xml	1	
0001564590-16-027969	1419600	FLEXION THERAPEUTICS INC	2834	US	MA	BURLINGTON	01803	10 MALL ROAD	SUITE 301	(781) 305-77	US	MA	BURLINGTON	01803	10 MALL ROAD	SUITE 301	US	DE	000000000			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 16:31:00.0	0	1	flxn-20160930.xml	1	
0001564590-16-027970	1501134	INVITAE CORP	8071	US	CA	SAN FRANCISCO	94107	458 BRANNAN STREET		(415) 992-81	US	CA	SAN FRANCISCO	94107	458 BRANNAN STREET		US	DE	271701898	INVITAE CORP	20121105	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 16:33:00.0	0	1	nvta-20160930.xml	1	
0001564590-16-027973	1175609	CAVIUM, INC.	3674	US	CA	SAN JOSE	95131	2315 NORTH FIRST STREET		650-623-7000	US	CA	SAN JOSE	95131	2315 NORTH FIRST STREET		US	DE	770558625	CAVIUM NETWORKS, INC.	20070309	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 16:37:00.0	0	1	cavm-20160930.xml	1	
0001564590-16-027975	1224133	MARCHEX INC	7389	US	WA	SEATTLE	98101	520 PIKE STREET	SUITE 2000	206-774-5000	US	WA	SEATTLE	98101	520 PIKE STREET	SUITE 2000	US	DE	352194038			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 16:40:00.0	0	1	mchx-20160930.xml	1	
0001564590-16-027978	1402436	SS&C TECHNOLOGIES HOLDINGS INC	7372	US	CT	WINDSOR	06095	80 LAMBERTON RD		860-298-4500	US	CT	WINDSOR	06095	80 LAMBERTON RD		US	DE	710987913			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 16:43:00.0	0	1	ssnc-20160930.xml	1	
0001564590-16-027982	1444380	NEVRO CORP	3841	US	CA	REDWOOD CITY	94065	1800 BRIDGE PARKWAY		650-251-0005	US	CA	REDWOOD CITY	94065	1800 BRIDGE PARKWAY				562568057			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 16:47:00.0	0	1	nvro-20160930.xml	1	
0001564590-16-027990	1579471	COLONY STARWOOD HOMES	6798	US	AZ	SCOTTSDALE	85255	8665 EAST HARTFORD DRIVE		480-362-9760	US	AZ	SCOTTSDALE	85255	8665 EAST HARTFORD DRIVE		US	MD	806260391	STARWOOD WAYPOINT RESIDENTIAL TRUST	20131031	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 16:55:00.0	0	1	sfr-20160930.xml	1	
0001564590-16-027992	72162	NL INDUSTRIES INC	2810	US	TX	DALLAS	75240-2697	5430 LBJ FREEWAY	SUITE 1700	972-233-1700	US	TX	DALLAS	75240-2697	5430 LBJ FREEWAY	SUITE 1700	US	NJ	135267260	NATIONAL LEAD CO	19710520	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 16:57:00.0	0	1	nl-20160930.xml	1	
0001564590-16-028002	1534287	BIOAMBER INC.	2860	US	MN	PLYMOUTH	55447-5476	3850 ANNAPOLIS LANE NORTH, SUITE 180		612-747-4423	US	MN	PLYMOUTH	55447-5476	3850 ANNAPOLIS LANE NORTH, SUITE 180		US	DE	980601045			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 17:17:00.0	0	1	bioa-20160930.xml	1	
0001564590-16-028005	1269021	PORTOLA PHARMACEUTICALS INC	2834	US	CA	SOUTH SAN FRANCISCO	94080	270 EAST GRAND AVENUE, SUITE 22		650-244-6864	US	CA	SOUTH SAN FRANCISCO	94080	270 EAST GRAND AVENUE, SUITE 22		US	DE	000000000			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 17:21:00.0	0	1	ptla-20160930.xml	1	
0001564590-16-028007	1006045	IRIDEX CORP	3845	US	CA	MOUNTAIN VIEW	94043	1212 TERRA BELLA AVE		6509404700	US	CA	MOUNTAIN VIEW	94043	1212 TERRA BELLA AVENUE		US	DE	770210467			5-SML	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 17:24:00.0	0	1	irix-20161001.xml	1	
0001564590-16-028016	350563	TECO ENERGY INC	4911	US	FL	TAMPA	33602	702 N FRANKLIN ST	TECO PLAZA	8132284111	US	FL	TAMPA	33602	702 N FRANKLIN ST	TECO PLAZA	US	FL	592052286			4-NON	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-07 18:04:00.0	0	1	te-20160930.xml	2	96271
0001564590-16-028023	1606180	AAC HOLDINGS, INC.	8093	US	TN	BRENTWOOD	37027	200 POWELL PLACE		615-732-1366	US	TN	BRENTWOOD	37027	200 POWELL PLACE		US	NV	352496142			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-07 18:19:00.0	0	1	aac-20160930.xml	1	
0001564590-16-028043	1515673	ULTRAGENYX PHARMACEUTICAL INC.	2834	US	CA	NOVATO	94949	60 LEVERONI COURT		415-483-8800	US	CA	NOVATO	94949	60 LEVERONI COURT		US	DE	272546083			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-07 18:58:00.0	0	1	rare-20160930.xml	1	
0001564590-16-028060	1057083	PC TEL INC	3663	US	IL	BLOOMINGDALE	60108	471 BRIGHTON DRIVE		630-372-6800	US	IL	BLOOMINGDALE	60108	471 BRIGHTON DRIVE		US	DE	770364943			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-07 19:35:00.0	0	1	pcti-20160930.xml	1	
0001564590-16-028090	1527383	BANKGUAM HOLDING CO	6029	GU		HAGATNA	96932	111 CHALAN SANTO PAPA	10TH FLOOR - HEADQUARTERS BUILDING	671-472-5271	GU		HAGATNA	96932	111 CHALAN SANTO PAPA	10TH FLOOR - HEADQUARTERS BUILDING	GU		660770448			5-SML	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 06:05:00.0	0	1	bkgmf-20160930.xml	1	
0001564590-16-028097	1377630	NATIONAL CINEMEDIA, INC.	7310	US	CO	CENTENNIAL	80112	9110 E. NICHOLS AVE.	SUITE 200	(303) 792-36	US	CO	CENTENNIAL	80112	9110 E. NICHOLS AVE.	SUITE 200	US	DE	205665602			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 06:44:00.0	0	1	ncmi-20160929.xml	1	
0001564590-16-028115	69488	MYERS INDUSTRIES INC	3089	US	OH	AKRON	44301	1293 S MAIN ST		330-253-5592	US	OH	AKRON	44301	1293 SOUTH MAIN STREET		US	OH	340778636	MYERS TIRE SUPPLY CO	19720609	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 07:58:00.0	0	1	mye-20160930.xml	1	
0001564590-16-028116	3197	CECO ENVIRONMENTAL CORP	3564	US	OH	CINCINNATI	45227	4625 RED BANK ROAD, SUITE 200		4165936543	CA	ON	TORONTO	M4P 1E4	2300 YONGE STREET, P.O. BOX 2408	SUITE 1710	US	DE	132566064	API ENTERPRISES INC	19920703	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 08:02:00.0	0	1	cece-20160930.xml	1	
0001564590-16-028120	1305253	EIGER BIOPHARMACEUTICALS, INC.	2836	US	CA	PALO ALTO	94306	350 CAMBRIDGE AVE	SUITE 350	650-279-9845	US	CA	PALO ALTO	94306	350 CAMBRIDGE AVE	SUITE 350			361004130	CELLADON CORP	20041005	5-SML	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 08:16:00.0	0	1	eigr-20160930.xml	1	
0001564590-16-028134	1595627	INLAND RESIDENTIAL PROPERTIES TRUST, INC.	6798	US	IL	OAK BROOK	60523	2901 BUTTERFIELD ROAD		(630) 218-80	US	IL	OAK BROOK	60523	2901 BUTTERFIELD ROAD		US	MD	000000000	INLAND RETAIL PROPERTIES TRUST V, INC.	20140317	5-SML	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 10:38:00.0	0	1	ck0001595627-20160930.xml	1	
0001564590-16-028142	898171	UWHARRIE CAPITAL CORP	6022	US	NC	ALBEMARLE	28001	132 NORTH FIRST STREET	PO BOX 338	7049836181	US	NC	ALBEMARLE	28002-0338	P O BOX 338		US	NC	561814206	STANLY CAPITAL CORP	19930303	5-SML	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 11:18:00.0	0	1	uwhr-20160930.xml	1	
0001564590-16-028171	1364742	BLACKROCK INC.	6211	US	NY	NEW YORK	10055	55 EAST 52ND STREET		212-810-5300	US	NY	NEW YORK	10055	55 EAST 52ND STREET		US	DE	320174431	BLACKROCK, INC.	20060929	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 12:44:00.0	0	1	blk-20160930.xml	1	
0001564590-16-028206	926282	ADTRAN INC	3661	US	AL	HUNTSVILLE	35806	901 EXPLORER BLVD		2569638220	US	AL	HUNTSVILLE	35806	901 EXPLORER BLVD		US	DE	630918200			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 13:38:00.0	0	1	adtn-20160930.xml	1	
0001564590-16-028207	855612	ZIX CORP	7374	US	TX	DALLAS	75204-2960	2711 NORTH HASKELL AVENUE	SUITE 2300, LB 36	214-370-2000	US	TX	DALLAS	75204-2960	2711 NORTH HASKELL AVENUE	SUITE 2300, LB 36	US	TX	752216818	ZIXIT CORP	19991013	2-ACC	0	1231	10-Q/A	20160930	2016	Q3	20161108	2016-11-08 13:39:00.0	0	1	zixi-20160930.xml	1	
0001564590-16-028219	1398659	GENPACT LTD	8742	BM		HAMILTON	HM122	CANON'S COURT	22 VICTORIA STREET	4412952244	BM		HAMILTON	HM122	CANON'S COURT	22 VICTORIA STREET	BM		980533350			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 13:58:00.0	0	1	g-20160930.xml	1	
0001564590-16-028234	1496268	REVA MEDICAL, INC.	3842	US	CA	SAN DIEGO	92111	5751 COPLEY DRIVE		(858) 966-30	US	CA	SAN DIEGO	92111	5751 COPLEY DRIVE		US	DE	330810505			2-ACC	0	1231	10-Q/A	20160630	2016	Q2	20161108	2016-11-08 14:36:00.0	0	1	rva-20160630.xml	1	
0001564590-16-028235	1395317	DJO FINANCE LLC	3842	US	CA	VISTA	92081	1430 DECISION STREET		760-727-1280	US	CA	VISTA	92081	1430 DECISION STREET		US	DE	205653965	REABLE THERAPEUTICS FINANCE LLC	20070403	4-NON	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 14:38:00.0	0	1	djo-20160930.xml	1	
0001564590-16-028255	1383082	POWERSHARES DB AGRICULTURE FUND	6221	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	DE	870778078			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 15:17:00.0	0	1	dba-20160930.xml	2	1367306
0001564590-16-028258	1328237	POWERSHARES DB COMMODITY INDEX TRACKING FUND	6221	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700			326042243	DB COMMODITY INDEX TRACKING FUND	20050525	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 15:21:00.0	0	1	dbc-20160930.xml	1	
0001564590-16-028260	1383062	POWERSHARES DB ENERGY FUND	6221	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	DE	870778060			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 15:23:00.0	0	1	dbe-20160930.xml	2	1367306
0001564590-16-028263	1383151	POWERSHARES DB US DOLLAR INDEX BULLISH FUND	6221	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	DE	870778082			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 15:26:00.0	0	1	uup-20160930.xml	2	1371571
0001564590-16-028266	1383084	POWERSHARES DB BASE METALS FUND	6221	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	DE	870778075			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 15:31:00.0	0	1	dbb-20160930.xml	2	1367306
0001564590-16-028270	709337	FARMERS NATIONAL BANC CORP /OH/	6022	US	OH	CANFIELD	44406	20 S BROAD STREET	P O BOX 555	3305333341							US	OH	341371693			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 15:36:00.0	0	1	fmnb-20160930.xml	1	
0001564590-16-028275	1383057	POWERSHARES DB PRECIOUS METALS FUND	6221	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	DE	870778065			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 15:39:00.0	0	1	dbp-20160930.xml	2	1367306
0001564590-16-028281	1383058	POWERSHARES DB OIL FUND	6221	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	DE	870778062			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 15:45:00.0	0	1	dbo-20160930.xml	2	1367306
0001564590-16-028286	1383054	POWERSHARES DB SILVER FUND	6221	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	DE	870778072			5-SML	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 15:47:00.0	0	1	dbs-20160930.xml	2	1367306
0001564590-16-028288	1383149	POWERSHARES DB US DOLLAR INDEX BEARISH FUND	6221	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	CUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	CUITE 700	US	DE	870778084			5-SML	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 15:48:00.0	0	1	udn-20160930.xml	2	1371571
0001564590-16-028289	1017793	SUN BANCORP INC /NJ/	6029	US	NJ	VINELAND	08360	226 LANDIS AVENUE		8566917700	US	NJ	VINELAND	08360	226 LANDIS AVE		US	NJ	521382541			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 15:49:00.0	0	1	snbc-20160930.xml	1	
0001564590-16-028290	1383055	POWERSHARES DB GOLD FUND	6221	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	DE	870778067			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 15:49:00.0	0	1	dgl-20160930.xml	2	1367306
0001564590-16-028292	1354730	POWERSHARES DB G10 CURRENCY HARVEST FUND	6221	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	DE	000000000	DB CURRENCY INDEX VALUE FUND	20060228	4-NON	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 15:50:00.0	0	1	dbv-20160930.xml	1	
0001564590-16-028294	98222	TIDEWATER INC	4400	US	LA	NEW ORLEANS	70130	601 POYDRAS ST.	SUITE 1500	5045681010	US	LA	NEW ORLEANS	70130	601 POYDRAS ST.	SUITE 1500	US	DE	720487776	TIDEWATER MARINE SERVICE INC	19780724	1-LAF	0	0331	10-Q	20160930	2016	Q2	20161108	2016-11-08 15:53:00.0	0	1	tdw-20160930.xml	1	
0001564590-16-028305	707886	UNITED COMMUNITY FINANCIAL CORP	6036	US	OH	YOUNGSTOWN	44503-1203	275 WEST FEDERAL STREET		3307420500	US	OH	YOUNGSTOWN	44503-1203	275 WEST FEDERAL STREET		US	OH	341856319			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:01:00.0	0	1	ucfc-20160930.xml	1	
0001564590-16-028306	1023313	FORRESTER RESEARCH, INC.	8700	US	MA	CAMBRIDGE	02140	60 ACORN PARK DRIVE		6176136000	US	MA	CAMBRIDGE	02140	60 ACORN PARK DRIVE		US	DE	042797789	FORRESTER RESEARCH INC	19960919	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:01:00.0	0	1	forr-20160930.xml	1	
0001564590-16-028307	933034	STRATTEC SECURITY CORP	3714	US	WI	MILWAUKEE	53209	3333 WEST GOOD HOPE ROAD		4142473333	US	WI	MILWAUKEE	53209	3333 W GOOD HOPE ROAD		US	WI	391804239			2-ACC	0	0630	10-Q	20160930	2017	Q1	20161108	2016-11-08 16:01:00.0	0	1	strt-20161002.xml	1	
0001564590-16-028308	1622194	EASTERLY GOVERNMENT PROPERTIES, INC.	6798	US	DC	WASHINGTON	20037	2101 L STREET NW	SUITE 650	(202) 595-95	US	DC	WASHINGTON	20037	2101 L STREET NW	SUITE 650	US	MD	472047728			4-NON	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:01:00.0	0	1	dea-20160930.xml	1	
0001564590-16-028309	1676479	CAPSTAR FINANCIAL HOLDINGS, INC.	6022	US	TN	NASHVILLE	37219	201 4TH AVENUE NORTH	SUITE 950	(615) 732-64	US	TN	NASHVILLE	37219	201 4TH AVENUE NORTH	SUITE 950	US	TN	811527911			4-NON	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:02:00.0	0	1	cstr-20160930.xml	1	
0001564590-16-028311	1273636	APPLIED GENETIC TECHNOLOGIES CORP	2836	US	FL	ALACHUA	32615	14193 NW 119TH TERRACE	SUITE #10	386-462-2204	US	FL	ALACHUA	32615	14193 NW 119TH TERRACE	SUITE #10	US	DE	593553710			2-ACC	0	0630	10-Q	20160930	2017	Q1	20161108	2016-11-08 16:02:00.0	0	1	agtc-20160930.xml	1	
0001564590-16-028315	1594109	GRUBHUB INC.	7389	US	NY	NEW YORK	10018	1065 AVENUE OF THE AMERICAS		646-527-7672	US	NY	NEW YORK	10018	1065 AVENUE OF THE AMERICAS		US	DE	462908664	GRUBHUB INC.	20140227	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:05:00.0	0	1	grub-20160930.xml	1	
0001564590-16-028316	1383701	CONATUS PHARMACEUTICALS INC.	2834	US	CA	SAN DIEGO	92127	16745 WEST BERNARDO DRIVE	Suite 200	(858) 376-26	US	CA	San Diego	92127	16745 WEST BERNARDO DRIVE	Suite 200	US	DE	203183915	CONATUS PHARMACEUTICALS INC	20061214	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:06:00.0	0	1	cnat-20160930.xml	1	
0001564590-16-028317	1024795	SUN HYDRAULICS CORP	3490	US	FL	SARASOTA	34243	1500 WEST UNIVERSITY PKWY		9413621200	US	FL	SARASOTA	34243	1500 WEST UNIVERSITY PKWY		US	FL	592754337			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:06:00.0	0	1	snhy-20161001.xml	1	
0001564590-16-028318	913165	EXACTECH INC	3842	US	FL	GAINSVILLE	32653	2320 NW 66TH COURT		352-377-1140	US	FL	GAINSVILLE	32653	2320 NW 66TH COURT		US	FL	592603930			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:06:00.0	0	1	exac-20160930.xml	1	
0001564590-16-028320	1071255	GOLDEN ENTERTAINMENT, INC.	7990	US	NV	LAS VEGAS	89118	6595 S JONES BLVD		7028914284	US	NV	LAS VEGAS	89118	6595 S JONES BLVD		US	MN	411913991	LAKES ENTERTAINMENT INC	20020806	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:07:00.0	0	1	gden-20160930.xml	1	
0001564590-16-028322	1160308	MAST THERAPEUTICS, INC.	2834	US	CA	SAN DIEGO	92130	3611 VALLEY CENTRE DRIVE	SUITE 500	8585520866	US	CA	SAN DIEGO	92130	3611 VALLEY CENTRE DRIVE	SUITE 500	US	DE	841318182	ADVENTRX PHARMACEUTICALS INC	20030613	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:06:00.0	0	1	mstx-20160930.xml	1	
0001564590-16-028323	1526520	TRIPADVISOR, INC.	7370	US	MA	NEEDHAM	02494	400 1ST AVENUE		781-800-5800	US	MA	NEEDHAM	02494	400 1ST AVENUE		US	DE	800743202			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:07:00.0	0	1	trip-20160930.xml	1	
0001564590-16-028325	1598665	HERITAGE INSURANCE HOLDINGS, INC.	6331	US	FL	CLEARWATER	33759	2600 MCCORMICK DRIVE	SUITE 300	7273627202	US	FL	CLEARWATER	33759	2600 MCCORMICK DRIVE	SUITE 300			455338504	HERITAGE INSURANCE HOLDINGS, LLC	20140130	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:08:00.0	0	1	hrtg-20160930.xml	1	
0001564590-16-028326	1115128	QUOTIENT TECHNOLOGY INC.	7310	US	CA	MOUNTAIN VIEW	94043	400 LOGUE AVENUE		650-605-4600	US	CA	MOUNTAIN VIEW	94043	400 LOGUE AVENUE		US	DE	000000000	COUPONS.COM INC	20131023	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:08:00.0	0	1	quot-20160930.xml	1	
0001564590-16-028328	1607716	VIVINT SOLAR, INC.	3433	US	UT	LEHI	84043	1850 WEST ASHTON BLVD.		801-377-9111	US	UT	LEHI	84043	1850 WEST ASHTON BLVD.		US	DE	000000000			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:09:00.0	0	1	vslr-20160930.xml	1	
0001564590-16-028331	921299	FIBROGEN INC	2834	US	CA	SAN FRANCISCO	94158	409 ILLINOIS STREET		415-978-1200	US	CA	SAN FRANCISCO	94158	409 ILLINOIS STREET		US	DE	000000000			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:12:00.0	0	1	fgen-20160930.xml	1	
0001564590-16-028337	820318	II-VI INC	3827	US	PA	SAXONBURG	16056	375 SAXONBURG BLVD		724-352-4455	US	PA	SAXONBURG	16056	375 SAXONBURG BLVD		US	PA	251214948			1-LAF	0	0630	10-Q	20160930	2017	Q1	20161108	2016-11-08 16:15:00.0	0	1	iivi-20160930.xml	1	
0001564590-16-028340	1348911	CARBYLAN THERAPEUTICS, INC.	2834	US	CA	PALO ALTO	94304	3181 PORTER DRIVE		650-855-6777	US	CA	PALO ALTO	94304	3181 PORTER DRIVE				200915291	CARBYLAN BIOSURGERY, INC	20130102	4-NON	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:16:00.0	0	1	cbyl-20160930.xml	1	
0001564590-16-028341	59255	VALHI INC /DE/	2810	US	TX	DALLAS	75240	5430 LBJ FRWY	STE 1700	9722331700	US	TX	DALLAS	75240	THREE LINCOLN CENTER	5430 LBJ FREEWAY SUITE 1700	US	DE	870110150	LLC CORP	19870329	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:17:00.0	0	1	vhi-20160930.xml	1	
0001564590-16-028344	1584701	TOPS HOLDING II CORP	5411	US	NY	WILLIAMSVILLE	14221	6363 MAIN STREET		716-635-5000	US	NY	BUFFALO	14240	PO BOX 1027		US	DE	462733709			4-NON	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:18:00.0	0	1	ck0001584701-20161008.xml	1	
0001564590-16-028346	750558	QNB CORP	6022	US	PA	QUAKERTOWN	18951-9005	15 NORTH THIRD STREET		2155385600	US	PA	QUAKERTOWN	18951	P.O. BOX 9005		US	PA	232318082			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:20:00.0	0	1	qnbc-20160930.xml	1	
